
>>> Condition Data >>>

    6511551 of 4400220000 molecules passed the conditions (0.15 percent).
  - 542:    98.9151 percent of the time (19784 hits)
  - 543:   100.0000 percent of the time (20001 hits)
  - 544:    44.8078 percent of the time (8962 hits)
  - 545:     7.3646 percent of the time (1473 hits)
  - 546:     0.9300 percent of the time (186 hits)
  - 547:     0.6350 percent of the time (127 hits)
  - 548:    51.2224 percent of the time (10245 hits)
  - 549:     8.0796 percent of the time (1616 hits)
  - 550:     5.1297 percent of the time (1026 hits)
  - 551:    12.6394 percent of the time (2528 hits)
  - 552:    39.0730 percent of the time (7815 hits)
  - 553:     2.9399 percent of the time (588 hits)
  - 554:    42.9029 percent of the time (8581 hits)
  - 555:    50.4075 percent of the time (10082 hits)
  - 556:    11.8094 percent of the time (2362 hits)
  - 557:     1.5399 percent of the time (308 hits)
  - 558:     7.5196 percent of the time (1504 hits)
  - 559:    12.8244 percent of the time (2565 hits)
  - 560:    10.0395 percent of the time (2008 hits)
  - 561:    12.1544 percent of the time (2431 hits)
  - 562:     7.7496 percent of the time (1550 hits)
  - 565:     1.0299 percent of the time (206 hits)
  - 567:     2.5549 percent of the time (511 hits)
  - 568:     1.3099 percent of the time (262 hits)
  - 569:    10.8795 percent of the time (2176 hits)
  - 570:    11.4294 percent of the time (2286 hits)
  - 571:     4.0248 percent of the time (805 hits)
  - 572:     4.1648 percent of the time (833 hits)
  - 573:     0.2700 percent of the time (54 hits)
  - 575:     1.4149 percent of the time (283 hits)
  - 576:    14.0943 percent of the time (2819 hits)
  - 577:     6.5397 percent of the time (1308 hits)
  - 578:     5.2097 percent of the time (1042 hits)
  - 579:     2.1549 percent of the time (431 hits)
  - 580:     4.7148 percent of the time (943 hits)
  - 581:     6.2947 percent of the time (1259 hits)
  - 582:     8.8146 percent of the time (1763 hits)
  - 583:     1.0349 percent of the time (207 hits)
  - 586:     0.8050 percent of the time (161 hits)
  - 587:     4.3148 percent of the time (863 hits)
  - 588:    19.3140 percent of the time (3863 hits)
  - 589:    13.5143 percent of the time (2703 hits)
  - 590:     6.2247 percent of the time (1245 hits)
  - 591:    12.6794 percent of the time (2536 hits)
  - 592:    24.8988 percent of the time (4980 hits)
  - 593:     3.2048 percent of the time (641 hits)
  - 594:     0.2150 percent of the time (43 hits)
  - 597:     9.7345 percent of the time (1947 hits)
  - 598:   100.0000 percent of the time (20001 hits)
  - 599:     0.6300 percent of the time (126 hits)
  - 600:     3.1848 percent of the time (637 hits)
  - 601:     4.3398 percent of the time (868 hits)
  - 602:     1.0299 percent of the time (206 hits)
  - 605:     0.0150 percent of the time (3 hits)
  - 606:     0.7450 percent of the time (149 hits)
  - 607:     0.1400 percent of the time (28 hits)
  - 608:     1.0149 percent of the time (203 hits)
  - 609:   100.0000 percent of the time (20001 hits)
  - 611:     0.0200 percent of the time (4 hits)
  - 615:     4.1048 percent of the time (821 hits)
  - 616:    23.2488 percent of the time (4650 hits)
  - 617:   100.0000 percent of the time (20001 hits)
  - 618:     8.6496 percent of the time (1730 hits)
  - 619:   100.0000 percent of the time (20001 hits)
  - 620:     0.0050 percent of the time (1 hits)
  - 621:     0.4600 percent of the time (92 hits)
  - 624:     3.4748 percent of the time (695 hits)
  - 625:     2.0149 percent of the time (403 hits)
  - 628:     2.5299 percent of the time (506 hits)
  - 629:     0.0700 percent of the time (14 hits)
  - 631:     0.0850 percent of the time (17 hits)
  - 632:     4.0498 percent of the time (810 hits)
  - 633:     8.1096 percent of the time (1622 hits)
  - 634:     0.0050 percent of the time (1 hits)
  - 636:     3.6898 percent of the time (738 hits)
  - 637:     0.0050 percent of the time (1 hits)
  - 638:    99.7650 percent of the time (19954 hits)
  - 639:    12.5594 percent of the time (2512 hits)
  - 640:   100.0000 percent of the time (20001 hits)
  - 641:     3.5648 percent of the time (713 hits)
  - 642:     0.0450 percent of the time (9 hits)
  - 645:    10.1295 percent of the time (2026 hits)
  - 646:     7.5896 percent of the time (1518 hits)
  - 647:     5.5297 percent of the time (1106 hits)
  - 648:     0.5700 percent of the time (114 hits)
  - 649:     4.6798 percent of the time (936 hits)
  - 650:   100.0000 percent of the time (20001 hits)
  - 651:     2.5449 percent of the time (509 hits)
  - 652:     5.4597 percent of the time (1092 hits)
  - 653:     7.8596 percent of the time (1572 hits)
  - 654:     1.8299 percent of the time (366 hits)
  - 655:    14.7093 percent of the time (2942 hits)
  - 656:     5.1297 percent of the time (1026 hits)
  - 657:     7.0246 percent of the time (1405 hits)
  - 658:   100.0000 percent of the time (20001 hits)
  - 659:     3.0798 percent of the time (616 hits)
  - 660:     8.3596 percent of the time (1672 hits)
  - 661:     8.5646 percent of the time (1713 hits)
  - 662:     5.1547 percent of the time (1031 hits)
  - 663:     5.7997 percent of the time (1160 hits)
  - 664:     1.7849 percent of the time (357 hits)
  - 665:     9.2495 percent of the time (1850 hits)
  - 666:    23.5838 percent of the time (4717 hits)
  - 667:    12.9044 percent of the time (2581 hits)
  - 668:     4.4298 percent of the time (886 hits)
  - 669:     3.5648 percent of the time (713 hits)
  - 670:     9.5945 percent of the time (1919 hits)
  - 671:     9.5695 percent of the time (1914 hits)
  - 672:     0.3650 percent of the time (73 hits)
  - 673:     4.9048 percent of the time (981 hits)
  - 674:    99.9350 percent of the time (19988 hits)
  - 675:     1.1949 percent of the time (239 hits)
  - 676:     1.1899 percent of the time (238 hits)
  - 677:     6.3897 percent of the time (1278 hits)
  - 678:     3.7998 percent of the time (760 hits)
  - 679:    16.3642 percent of the time (3273 hits)
  - 680:     9.7145 percent of the time (1943 hits)
  - 681:     7.9796 percent of the time (1596 hits)
  - 682:     9.3645 percent of the time (1873 hits)
  - 683:     3.9448 percent of the time (789 hits)
  - 684:     5.1747 percent of the time (1035 hits)
  - 685:    30.8885 percent of the time (6178 hits)
  - 686:     7.9646 percent of the time (1593 hits)
  - 687:     2.5399 percent of the time (508 hits)
  - 688:     0.0250 percent of the time (5 hits)
  - 689:     3.9548 percent of the time (791 hits)
  - 690:    13.8693 percent of the time (2774 hits)
  - 691:     4.2998 percent of the time (860 hits)
  - 692:    39.5030 percent of the time (7901 hits)
  - 693:     0.0950 percent of the time (19 hits)
  - 694:     1.4149 percent of the time (283 hits)
  - 695:     3.8298 percent of the time (766 hits)
  - 696:     1.1899 percent of the time (238 hits)
  - 697:     7.8296 percent of the time (1566 hits)
  - 698:     2.5449 percent of the time (509 hits)
  - 699:     3.3848 percent of the time (677 hits)
  - 700:    21.7889 percent of the time (4358 hits)
  - 701:    11.3244 percent of the time (2265 hits)
  - 702:     2.0199 percent of the time (404 hits)
  - 703:     4.4198 percent of the time (884 hits)
  - 704:   100.0000 percent of the time (20001 hits)
  - 705:    29.6385 percent of the time (5928 hits)
  - 706:     5.4497 percent of the time (1090 hits)
  - 707:     0.5300 percent of the time (106 hits)
  - 708:     0.1300 percent of the time (26 hits)
  - 713:     2.3049 percent of the time (461 hits)
  - 714:     0.2200 percent of the time (44 hits)
  - 715:   100.0000 percent of the time (20001 hits)
  - 716:    12.0294 percent of the time (2406 hits)
  - 717:    13.3093 percent of the time (2662 hits)
  - 718:    14.9193 percent of the time (2984 hits)
  - 719:     9.8295 percent of the time (1966 hits)
  - 720:     1.5249 percent of the time (305 hits)
  - 721:     0.6100 percent of the time (122 hits)
  - 722:     3.7698 percent of the time (754 hits)
  - 723:    24.2238 percent of the time (4845 hits)
  - 724:     3.4998 percent of the time (700 hits)
  - 725:     7.9096 percent of the time (1582 hits)
  - 726:     3.9898 percent of the time (798 hits)
  - 727:     4.9998 percent of the time (1000 hits)
  - 728:     6.7147 percent of the time (1343 hits)
  - 729:    10.2245 percent of the time (2045 hits)
  - 730:     3.5098 percent of the time (702 hits)
  - 731:     0.2350 percent of the time (47 hits)
  - 732:     1.1749 percent of the time (235 hits)
  - 733:     0.7350 percent of the time (147 hits)
  - 734:     5.7547 percent of the time (1151 hits)
  - 735:     0.0900 percent of the time (18 hits)
  - 736:     0.0150 percent of the time (3 hits)
  - 737:     0.6900 percent of the time (138 hits)
  - 738:    18.7941 percent of the time (3759 hits)
  - 739:    99.1750 percent of the time (19836 hits)
  - 740:     0.1850 percent of the time (37 hits)
  - 741:     1.2249 percent of the time (245 hits)
  - 742:    15.3242 percent of the time (3065 hits)
  - 743:     7.8246 percent of the time (1565 hits)
  - 744:     1.2849 percent of the time (257 hits)
  - 745:     1.8349 percent of the time (367 hits)
  - 746:     2.2349 percent of the time (447 hits)
  - 747:     0.0150 percent of the time (3 hits)
  - 748:     5.8797 percent of the time (1176 hits)
  - 749:     5.0347 percent of the time (1007 hits)
  - 750:    11.7244 percent of the time (2345 hits)
  - 751:   100.0000 percent of the time (20001 hits)
  - 752:    19.1490 percent of the time (3830 hits)
  - 753:     1.2749 percent of the time (255 hits)
  - 754:     3.6448 percent of the time (729 hits)
  - 755:     3.3698 percent of the time (674 hits)
  - 756:     0.0250 percent of the time (5 hits)
  - 757:     0.0100 percent of the time (2 hits)
  - 758:     3.5598 percent of the time (712 hits)
  - 759:     3.8348 percent of the time (767 hits)
  - 760:   100.0000 percent of the time (20001 hits)
  - 761:     7.4246 percent of the time (1485 hits)
  - 762:    56.4322 percent of the time (11287 hits)
  - 763:     2.7249 percent of the time (545 hits)
  - 764:     0.8300 percent of the time (166 hits)
  - 765:     0.2200 percent of the time (44 hits)
  - 766:    11.1044 percent of the time (2221 hits)
  - 767:     5.6847 percent of the time (1137 hits)
  - 768:     1.7349 percent of the time (347 hits)
  - 769:     0.8100 percent of the time (162 hits)
  - 770:    21.9289 percent of the time (4386 hits)
  - 771:    13.4593 percent of the time (2692 hits)
  - 772:   100.0000 percent of the time (20001 hits)
  - 773:     2.4549 percent of the time (491 hits)
  - 774:     1.1949 percent of the time (239 hits)
  - 775:     0.1850 percent of the time (37 hits)
  - 776:     2.9299 percent of the time (586 hits)
  - 777:    15.9042 percent of the time (3181 hits)
  - 778:    29.1535 percent of the time (5831 hits)
  - 779:    23.2438 percent of the time (4649 hits)
  - 780:    20.4440 percent of the time (4089 hits)
  - 781:     4.0098 percent of the time (802 hits)
  - 782:     3.3648 percent of the time (673 hits)
  - 783:   100.0000 percent of the time (20001 hits)
  - 784:     1.0949 percent of the time (219 hits)
  - 785:     0.2100 percent of the time (42 hits)
  - 786:    22.0089 percent of the time (4402 hits)
  - 787:    12.7144 percent of the time (2543 hits)
  - 788:     0.0200 percent of the time (4 hits)
  - 789:     0.4500 percent of the time (90 hits)
  - 790:     6.6197 percent of the time (1324 hits)
  - 791:    14.3893 percent of the time (2878 hits)
  - 792:     4.1248 percent of the time (825 hits)
  - 793:     4.6548 percent of the time (931 hits)
  - 794:     0.4100 percent of the time (82 hits)
  - 795:     6.3597 percent of the time (1272 hits)
  - 796:     0.1400 percent of the time (28 hits)
  - 797:     4.6198 percent of the time (924 hits)
  - 799:     0.0100 percent of the time (2 hits)
  - 800:     3.8148 percent of the time (763 hits)
  - 801:    11.9494 percent of the time (2390 hits)
  - 802:   100.0000 percent of the time (20001 hits)
  - 803:     8.2446 percent of the time (1649 hits)
  - 804:     9.2045 percent of the time (1841 hits)
  - 805:    16.9392 percent of the time (3388 hits)
  - 807:     0.6050 percent of the time (121 hits)
  - 808:     0.0050 percent of the time (1 hits)
  - 809:     1.3999 percent of the time (280 hits)
  - 810:     3.7048 percent of the time (741 hits)
  - 811:     1.5199 percent of the time (304 hits)
  - 812:     0.8150 percent of the time (163 hits)
  - 813:     5.3047 percent of the time (1061 hits)
  - 814:     0.8400 percent of the time (168 hits)
  - 815:    12.1394 percent of the time (2428 hits)
  - 816:    20.7990 percent of the time (4160 hits)
  - 817:     5.1497 percent of the time (1030 hits)
  - 818:     0.8050 percent of the time (161 hits)
  - 819:     0.2550 percent of the time (51 hits)
  - 820:     0.4050 percent of the time (81 hits)
  - 821:     0.0950 percent of the time (19 hits)
  - 822:   100.0000 percent of the time (20001 hits)
  - 823:     1.2549 percent of the time (251 hits)
  - 825:     0.0650 percent of the time (13 hits)
  - 827:     1.4199 percent of the time (284 hits)
  - 829:     0.9100 percent of the time (182 hits)
  - 830:     0.2000 percent of the time (40 hits)
  - 831:     2.3199 percent of the time (464 hits)
  - 832:     1.2049 percent of the time (241 hits)
  - 833:     7.1446 percent of the time (1429 hits)
  - 834:    10.4295 percent of the time (2086 hits)
  - 835:     0.1250 percent of the time (25 hits)
  - 836:    37.1281 percent of the time (7426 hits)
  - 837:    69.5265 percent of the time (13906 hits)
  - 838:     0.0350 percent of the time (7 hits)
  - 839:     4.9048 percent of the time (981 hits)
  - 841:     0.8300 percent of the time (166 hits)
  - 842:   100.0000 percent of the time (20001 hits)
  - 843:     4.0648 percent of the time (813 hits)
  - 844:     0.1600 percent of the time (32 hits)
  - 845:     0.2250 percent of the time (45 hits)
  - 846:     0.0300 percent of the time (6 hits)
  - 848:     3.4648 percent of the time (693 hits)
  - 849:     0.8100 percent of the time (162 hits)
  - 850:     2.6149 percent of the time (523 hits)
  - 851:     2.6099 percent of the time (522 hits)
  - 852:     0.8950 percent of the time (179 hits)
  - 853:     1.2199 percent of the time (244 hits)
  - 854:    10.4595 percent of the time (2092 hits)
  - 855:     5.2047 percent of the time (1041 hits)
  - 856:     7.7546 percent of the time (1551 hits)
  - 857:    61.1769 percent of the time (12236 hits)
  - 858:     6.6047 percent of the time (1321 hits)
  - 859:     4.2298 percent of the time (846 hits)
  - 860:     2.1149 percent of the time (423 hits)
  - 861:     0.4650 percent of the time (93 hits)
  - 862:    15.6242 percent of the time (3125 hits)
  - 863:     0.9200 percent of the time (184 hits)
  - 865:     2.7849 percent of the time (557 hits)
  - 866:    15.3392 percent of the time (3068 hits)
  - 868:     1.6249 percent of the time (325 hits)
  - 869:    12.5344 percent of the time (2507 hits)
  - 870:    27.5286 percent of the time (5506 hits)
  - 871:     3.4848 percent of the time (697 hits)
  - 872:     5.2747 percent of the time (1055 hits)
  - 873:     6.1597 percent of the time (1232 hits)
  - 874:    21.7339 percent of the time (4347 hits)
  - 875:    19.9440 percent of the time (3989 hits)
  - 876:   100.0000 percent of the time (20001 hits)
  - 877:     1.7949 percent of the time (359 hits)
  - 878:     5.9497 percent of the time (1190 hits)
  - 879:     0.6250 percent of the time (125 hits)
  - 881:    33.3283 percent of the time (6666 hits)
  - 882:    66.6517 percent of the time (13331 hits)
  - 883:    13.3643 percent of the time (2673 hits)
  - 884:     6.5997 percent of the time (1320 hits)
  - 885:   100.0000 percent of the time (20001 hits)
  - 886:   100.0000 percent of the time (20001 hits)
  - 887:    71.3864 percent of the time (14278 hits)
  - 888:    16.4442 percent of the time (3289 hits)
  - 889:     3.8548 percent of the time (771 hits)
  - 890:     1.5699 percent of the time (314 hits)
  - 891:    18.0141 percent of the time (3603 hits)
  - 892:    19.5390 percent of the time (3908 hits)
  - 893:     0.5000 percent of the time (100 hits)
  - 894:     0.9850 percent of the time (197 hits)
  - 895:     7.6646 percent of the time (1533 hits)
  - 896:    13.0443 percent of the time (2609 hits)
  - 897:    12.5294 percent of the time (2506 hits)
  - 898:    18.7041 percent of the time (3741 hits)
  - 899:    13.8943 percent of the time (2779 hits)
  - 900:     6.8647 percent of the time (1373 hits)
  - 901:     7.0346 percent of the time (1407 hits)
  - 902:    12.8094 percent of the time (2562 hits)
  - 903:   100.0000 percent of the time (20001 hits)
  - 904:   100.0000 percent of the time (20001 hits)
  - 905:    16.1092 percent of the time (3222 hits)
  - 906:    15.0392 percent of the time (3008 hits)
  - 907:     2.6449 percent of the time (529 hits)
  - 908:     3.7448 percent of the time (749 hits)
  - 909:     0.0050 percent of the time (1 hits)
  - 910:     5.3897 percent of the time (1078 hits)
  - 911:    32.5734 percent of the time (6515 hits)
  - 912:     1.0849 percent of the time (217 hits)
  - 913:     3.4498 percent of the time (690 hits)
  - 914:   100.0000 percent of the time (20001 hits)
  - 915:    71.5714 percent of the time (14315 hits)
  - 916:     3.0148 percent of the time (603 hits)
  - 917:     5.3947 percent of the time (1079 hits)
  - 918:    11.3394 percent of the time (2268 hits)
  - 919:     8.1596 percent of the time (1632 hits)
  - 920:    20.5440 percent of the time (4109 hits)
  - 921:   100.0000 percent of the time (20001 hits)
  - 922:     8.3446 percent of the time (1669 hits)
  - 923:    13.8493 percent of the time (2770 hits)
  - 924:     3.4698 percent of the time (694 hits)
  - 925:     2.2349 percent of the time (447 hits)
  - 926:     1.8699 percent of the time (374 hits)
  - 927:     0.4250 percent of the time (85 hits)
  - 928:     6.8997 percent of the time (1380 hits)
  - 929:     9.9845 percent of the time (1997 hits)
  - 931:     0.2100 percent of the time (42 hits)
  - 932:     0.0450 percent of the time (9 hits)
  - 933:     1.2899 percent of the time (258 hits)
  - 934:   100.0000 percent of the time (20001 hits)
  - 935:     0.3950 percent of the time (79 hits)
  - 936:     0.0200 percent of the time (4 hits)
  - 937:    16.6992 percent of the time (3340 hits)
  - 938:     7.8446 percent of the time (1569 hits)
  - 939:    15.7442 percent of the time (3149 hits)
  - 940:    11.3994 percent of the time (2280 hits)
  - 941:    26.0737 percent of the time (5215 hits)
  - 942:     9.2995 percent of the time (1860 hits)
  - 943:     8.1846 percent of the time (1637 hits)
  - 944:    13.7343 percent of the time (2747 hits)
  - 945:     6.6547 percent of the time (1331 hits)
  - 946:    16.2292 percent of the time (3246 hits)
  - 947:     3.7598 percent of the time (752 hits)
  - 948:    24.7988 percent of the time (4960 hits)
  - 949:    15.4142 percent of the time (3083 hits)
  - 950:     2.8699 percent of the time (574 hits)
  - 951:     7.0346 percent of the time (1407 hits)
  - 952:     0.6150 percent of the time (123 hits)
  - 953:     3.0598 percent of the time (612 hits)
  - 954:     1.9699 percent of the time (394 hits)
  - 955:     6.0447 percent of the time (1209 hits)
  - 956:     1.7099 percent of the time (342 hits)
  - 957:     7.9246 percent of the time (1585 hits)
  - 958:     4.6948 percent of the time (939 hits)
  - 959:     1.9499 percent of the time (390 hits)
  - 960:     1.7949 percent of the time (359 hits)
  - 961:     1.7149 percent of the time (343 hits)
  - 962:    15.7342 percent of the time (3147 hits)
  - 963:    11.0494 percent of the time (2210 hits)
  - 964:    19.9590 percent of the time (3992 hits)
  - 965:     6.1147 percent of the time (1223 hits)
  - 966:     6.4197 percent of the time (1284 hits)
  - 967:     4.6648 percent of the time (933 hits)
  - 968:     0.6750 percent of the time (135 hits)
  - 969:    83.5008 percent of the time (16701 hits)
  - 970:     0.6600 percent of the time (132 hits)
  - 972:     0.8450 percent of the time (169 hits)
  - 973:     1.2499 percent of the time (250 hits)
  - 974:     5.9997 percent of the time (1200 hits)
  - 975:    18.9291 percent of the time (3786 hits)
  - 976:     0.0200 percent of the time (4 hits)
  - 977:     2.7799 percent of the time (556 hits)
  - 978:    12.9844 percent of the time (2597 hits)
  - 979:     4.9498 percent of the time (990 hits)
  - 980:     6.4347 percent of the time (1287 hits)
  - 981:     5.5097 percent of the time (1102 hits)
  - 982:     1.5249 percent of the time (305 hits)
  - 983:    27.5536 percent of the time (5511 hits)
  - 984:    17.2091 percent of the time (3442 hits)
  - 985:   100.0000 percent of the time (20001 hits)
  - 986:     2.4349 percent of the time (487 hits)
  - 987:     3.6148 percent of the time (723 hits)
  - 988:     0.2500 percent of the time (50 hits)
  - 989:     0.0450 percent of the time (9 hits)
  - 990:     2.8449 percent of the time (569 hits)
  - 991:    20.4540 percent of the time (4091 hits)
  - 992:    18.4841 percent of the time (3697 hits)
  - 993:    12.4794 percent of the time (2496 hits)
  - 994:   100.0000 percent of the time (20001 hits)
  - 995:     0.2800 percent of the time (56 hits)
  - 997:     1.1049 percent of the time (221 hits)
  - 998:     0.1100 percent of the time (22 hits)
  - 999:     9.8895 percent of the time (1978 hits)
  - 1000:    41.2929 percent of the time (8259 hits)
  - 1001:   100.0000 percent of the time (20001 hits)
  - 1002:     2.4699 percent of the time (494 hits)
  - 1003:     7.2346 percent of the time (1447 hits)
  - 1004:     6.6347 percent of the time (1327 hits)
  - 1005:     3.5798 percent of the time (716 hits)
  - 1006:     3.6848 percent of the time (737 hits)
  - 1007:     0.6000 percent of the time (120 hits)
  - 1008:     0.1150 percent of the time (23 hits)
  - 1009:     1.1599 percent of the time (232 hits)
  - 1012:     2.5349 percent of the time (507 hits)
  - 1013:     6.6447 percent of the time (1329 hits)
  - 1014:   100.0000 percent of the time (20001 hits)
  - 1016:     0.0050 percent of the time (1 hits)
  - 1017:     7.0246 percent of the time (1405 hits)
  - 1018:     4.1198 percent of the time (824 hits)
  - 1019:    10.8245 percent of the time (2165 hits)
  - 1020:     0.7300 percent of the time (146 hits)
  - 1021:     9.2995 percent of the time (1860 hits)
  - 1022:    97.3651 percent of the time (19474 hits)
  - 1023:   100.0000 percent of the time (20001 hits)
  - 1024:     0.5600 percent of the time (112 hits)
  - 1025:    15.4542 percent of the time (3091 hits)
  - 1026:     6.3147 percent of the time (1263 hits)
  - 1027:     3.4548 percent of the time (691 hits)
  - 1028:     0.1100 percent of the time (22 hits)
  - 1030:    13.0743 percent of the time (2615 hits)
  - 1031:     2.9799 percent of the time (596 hits)
  - 1032:   100.0000 percent of the time (20001 hits)
  - 1033:     0.2650 percent of the time (53 hits)
  - 1034:     0.9250 percent of the time (185 hits)
  - 1035:     4.5398 percent of the time (908 hits)
  - 1036:     9.7545 percent of the time (1951 hits)
  - 1037:     3.5198 percent of the time (704 hits)
  - 1038:    11.3194 percent of the time (2264 hits)
  - 1039:    15.4892 percent of the time (3098 hits)
  - 1040:    24.8338 percent of the time (4967 hits)
  - 1041:    38.2431 percent of the time (7649 hits)
  - 1042:     0.2200 percent of the time (44 hits)
  - 1043:    16.3092 percent of the time (3262 hits)
  - 1044:     0.3300 percent of the time (66 hits)
  - 1045:     1.7199 percent of the time (344 hits)
  - 1046:     0.7900 percent of the time (158 hits)
  - 1047:     5.9747 percent of the time (1195 hits)
  - 1048:     0.2900 percent of the time (58 hits)
  - 1049:     0.3750 percent of the time (75 hits)
  - 1050:     1.1099 percent of the time (222 hits)
  - 1051:    10.0895 percent of the time (2018 hits)
  - 1052:    11.1044 percent of the time (2221 hits)
  - 1053:    18.0841 percent of the time (3617 hits)
  - 1054:   100.0000 percent of the time (20001 hits)
  - 1055:    23.7238 percent of the time (4745 hits)
  - 1056:     8.8146 percent of the time (1763 hits)
  - 1057:    63.2968 percent of the time (12660 hits)
  - 1058:     0.4350 percent of the time (87 hits)
  - 1059:     0.3250 percent of the time (65 hits)
  - 1060:     5.2997 percent of the time (1060 hits)
  - 1061:     6.9397 percent of the time (1388 hits)
  - 1062:     2.5949 percent of the time (519 hits)
  - 1063:     0.9400 percent of the time (188 hits)
  - 1064:     7.4246 percent of the time (1485 hits)
  - 1065:     9.9295 percent of the time (1986 hits)
  - 1066:    99.7500 percent of the time (19951 hits)
  - 1067:   100.0000 percent of the time (20001 hits)
  - 1068:    13.7793 percent of the time (2756 hits)
  - 1069:     0.7350 percent of the time (147 hits)
  - 1070:     3.0298 percent of the time (606 hits)
  - 1071:     3.1798 percent of the time (636 hits)
  - 1072:     2.2249 percent of the time (445 hits)
  - 1073:   100.0000 percent of the time (20001 hits)
  - 1074:     3.1898 percent of the time (638 hits)
  - 1075:    27.8886 percent of the time (5578 hits)
  - 1076:     4.7448 percent of the time (949 hits)
  - 1077:     5.0197 percent of the time (1004 hits)
  - 1078:     0.2750 percent of the time (55 hits)
  - 1079:     1.5549 percent of the time (311 hits)
  - 1080:     0.3000 percent of the time (60 hits)
  - 1081:     1.3649 percent of the time (273 hits)
  - 1082:    99.9700 percent of the time (19995 hits)
  - 1083:     1.0899 percent of the time (218 hits)
  - 1084:     0.1250 percent of the time (25 hits)
  - 1085:    14.2443 percent of the time (2849 hits)
  - 1086:    44.6378 percent of the time (8928 hits)
  - 1087:    16.7692 percent of the time (3354 hits)
  - 1088:     5.9847 percent of the time (1197 hits)
  - 1089:    18.1441 percent of the time (3629 hits)
  - 1090:     0.0650 percent of the time (13 hits)
  - 1091:     0.0450 percent of the time (9 hits)
  - 1092:     1.1699 percent of the time (234 hits)
  - 1094:     1.8249 percent of the time (365 hits)
  - 1095:     8.0796 percent of the time (1616 hits)
  - 1096:   100.0000 percent of the time (20001 hits)
  - 1097:     2.2649 percent of the time (453 hits)
  - 1098:     4.8598 percent of the time (972 hits)
  - 1099:     4.1598 percent of the time (832 hits)
  - 1100:     0.6200 percent of the time (124 hits)
  - 1101:    12.3244 percent of the time (2465 hits)
  - 1102:     6.6247 percent of the time (1325 hits)
  - 1103:     3.9498 percent of the time (790 hits)
  - 1104:     0.3150 percent of the time (63 hits)
  - 1105:     6.2647 percent of the time (1253 hits)
  - 1106:    12.0744 percent of the time (2415 hits)
  - 1107:    14.3843 percent of the time (2877 hits)
  - 1108:    11.6544 percent of the time (2331 hits)
  - 1109:     3.8598 percent of the time (772 hits)
  - 1110:     3.0198 percent of the time (604 hits)
  - 1111:     0.3850 percent of the time (77 hits)
  - 1112:     6.1897 percent of the time (1238 hits)
  - 1113:     0.8700 percent of the time (174 hits)
  - 1115:    13.6343 percent of the time (2727 hits)
  - 1116:    12.2344 percent of the time (2447 hits)
  - 1117:    12.7394 percent of the time (2548 hits)
  - 1118:    17.2041 percent of the time (3441 hits)
  - 1119:     7.7346 percent of the time (1547 hits)
  - 1120:     3.2148 percent of the time (643 hits)
  - 1121:   100.0000 percent of the time (20001 hits)
  - 1122:    98.4951 percent of the time (19700 hits)
  - 1123:     8.8546 percent of the time (1771 hits)
  - 1124:   100.0000 percent of the time (20001 hits)
  - 1125:     5.5597 percent of the time (1112 hits)
  - 1126:     5.0997 percent of the time (1020 hits)
  - 1127:    19.3290 percent of the time (3866 hits)
  - 1128:    21.7739 percent of the time (4355 hits)
  - 1129:     2.8649 percent of the time (573 hits)
  - 1130:    10.0395 percent of the time (2008 hits)
  - 1131:    23.3488 percent of the time (4670 hits)
  - 1132:    11.8844 percent of the time (2377 hits)
  - 1133:     8.9596 percent of the time (1792 hits)
  - 1135:     1.8549 percent of the time (371 hits)
  - 1136:    11.6444 percent of the time (2329 hits)
  - 1137:     1.7599 percent of the time (352 hits)
  - 1138:     0.0100 percent of the time (2 hits)
  - 1139:    12.5244 percent of the time (2505 hits)
  - 1140:     5.9747 percent of the time (1195 hits)
  - 1141:    16.2142 percent of the time (3243 hits)
  - 1142:    13.1243 percent of the time (2625 hits)
  - 1143:     0.6100 percent of the time (122 hits)
  - 1144:     0.2050 percent of the time (41 hits)
  - 1145:     3.2398 percent of the time (648 hits)
  - 1146:     7.5646 percent of the time (1513 hits)
  - 1147:    22.9089 percent of the time (4582 hits)
  - 1148:    13.5143 percent of the time (2703 hits)
  - 1149:    27.8286 percent of the time (5566 hits)
  - 1150:    69.0815 percent of the time (13817 hits)
  - 1151:     4.6648 percent of the time (933 hits)
  - 1152:    73.9013 percent of the time (14781 hits)
  - 1153:     6.7747 percent of the time (1355 hits)
  - 1154:    12.0944 percent of the time (2419 hits)
  - 1155:    96.4302 percent of the time (19287 hits)
  - 1156:    19.7340 percent of the time (3947 hits)
  - 1157:   100.0000 percent of the time (20001 hits)
  - 1158:     9.8095 percent of the time (1962 hits)
  - 1159:     8.1196 percent of the time (1624 hits)
  - 1160:     6.8497 percent of the time (1370 hits)
  - 1161:    90.9255 percent of the time (18186 hits)
  - 1162:    17.2791 percent of the time (3456 hits)
  - 1163:     4.5898 percent of the time (918 hits)
  - 1164:   100.0000 percent of the time (20001 hits)
  - 1165:     0.7300 percent of the time (146 hits)
  - 1166:     0.1450 percent of the time (29 hits)
  - 1167:   100.0000 percent of the time (20001 hits)
  - 1168:    10.4045 percent of the time (2081 hits)
  - 1169:    10.4045 percent of the time (2081 hits)
  - 1170:     0.2800 percent of the time (56 hits)
  - 1171:     0.4300 percent of the time (86 hits)
  - 1172:   100.0000 percent of the time (20001 hits)
  - 1173:     7.4546 percent of the time (1491 hits)
