
>>> Condition Data >>>

    9073015 of 4400220000 molecules passed the conditions (0.21 percent).
  - 547:     0.8800 percent of the time (176 hits)
  - 548:     0.3500 percent of the time (70 hits)
  - 550:    24.4838 percent of the time (4897 hits)
  - 551:    48.2626 percent of the time (9653 hits)
  - 552:     4.2048 percent of the time (841 hits)
  - 553:     0.4650 percent of the time (93 hits)
  - 554:     9.0695 percent of the time (1814 hits)
  - 555:     8.1246 percent of the time (1625 hits)
  - 556:     0.3750 percent of the time (75 hits)
  - 557:    13.4443 percent of the time (2689 hits)
  - 558:    53.0173 percent of the time (10604 hits)
  - 559:    86.5807 percent of the time (17317 hits)
  - 560:     5.5947 percent of the time (1119 hits)
  - 561:    12.2944 percent of the time (2459 hits)
  - 562:    11.1194 percent of the time (2224 hits)
  - 563:     9.5395 percent of the time (1908 hits)
  - 564:     4.9548 percent of the time (991 hits)
  - 569:     0.1600 percent of the time (32 hits)
  - 570:     0.2500 percent of the time (50 hits)
  - 571:     0.3750 percent of the time (75 hits)
  - 572:     0.3400 percent of the time (68 hits)
  - 573:    22.9189 percent of the time (4584 hits)
  - 574:    67.1566 percent of the time (13432 hits)
  - 575:     4.2148 percent of the time (843 hits)
  - 576:     1.9899 percent of the time (398 hits)
  - 577:    99.7600 percent of the time (19953 hits)
  - 578:    99.7450 percent of the time (19950 hits)
  - 579:     0.1400 percent of the time (28 hits)
  - 580:     2.1599 percent of the time (432 hits)
  - 581:     7.5896 percent of the time (1518 hits)
  - 582:     0.6250 percent of the time (125 hits)
  - 584:     4.3298 percent of the time (866 hits)
  - 585:     6.8597 percent of the time (1372 hits)
  - 586:     0.0500 percent of the time (10 hits)
  - 587:     3.4448 percent of the time (689 hits)
  - 588:     1.9649 percent of the time (393 hits)
  - 589:    48.2776 percent of the time (9656 hits)
  - 591:     6.1747 percent of the time (1235 hits)
  - 592:    32.5834 percent of the time (6517 hits)
  - 593:     3.4248 percent of the time (685 hits)
  - 594:     0.1100 percent of the time (22 hits)
  - 595:     6.9797 percent of the time (1396 hits)
  - 596:     0.4050 percent of the time (81 hits)
  - 597:    96.9502 percent of the time (19391 hits)
  - 598:     0.7450 percent of the time (149 hits)
  - 599:     0.1050 percent of the time (21 hits)
  - 600:     0.0350 percent of the time (7 hits)
  - 601:    26.0187 percent of the time (5204 hits)
  - 602:     9.8045 percent of the time (1961 hits)
  - 603:     5.4697 percent of the time (1094 hits)
  - 604:    63.0368 percent of the time (12608 hits)
  - 605:     0.0900 percent of the time (18 hits)
  - 606:    31.9484 percent of the time (6390 hits)
  - 607:     0.3400 percent of the time (68 hits)
  - 608:     0.0550 percent of the time (11 hits)
  - 609:     3.0248 percent of the time (605 hits)
  - 610:    73.6663 percent of the time (14734 hits)
  - 611:    99.8900 percent of the time (19979 hits)
  - 612:     5.6797 percent of the time (1136 hits)
  - 613:     3.7648 percent of the time (753 hits)
  - 614:     1.7499 percent of the time (350 hits)
  - 615:     1.0799 percent of the time (216 hits)
  - 616:     4.7048 percent of the time (941 hits)
  - 617:    19.3090 percent of the time (3862 hits)
  - 618:     0.1100 percent of the time (22 hits)
  - 619:     4.7248 percent of the time (945 hits)
  - 620:     6.8347 percent of the time (1367 hits)
  - 621:     2.3249 percent of the time (465 hits)
  - 622:     3.1298 percent of the time (626 hits)
  - 623:    10.0145 percent of the time (2003 hits)
  - 624:    33.5533 percent of the time (6711 hits)
  - 625:     1.2949 percent of the time (259 hits)
  - 626:     6.7997 percent of the time (1360 hits)
  - 627:     9.8895 percent of the time (1978 hits)
  - 628:     0.0950 percent of the time (19 hits)
  - 629:     5.1697 percent of the time (1034 hits)
  - 630:    99.5750 percent of the time (19916 hits)
  - 631:     0.4850 percent of the time (97 hits)
  - 632:    98.2451 percent of the time (19650 hits)
  - 633:     8.8496 percent of the time (1770 hits)
  - 634:    79.1660 percent of the time (15834 hits)
  - 635:    15.2192 percent of the time (3044 hits)
  - 636:    32.6234 percent of the time (6525 hits)
  - 637:    57.0721 percent of the time (11415 hits)
  - 638:     6.9497 percent of the time (1390 hits)
  - 639:    77.2211 percent of the time (15445 hits)
  - 640:     1.9299 percent of the time (386 hits)
  - 641:    13.6343 percent of the time (2727 hits)
  - 642:     3.6398 percent of the time (728 hits)
  - 643:     6.8447 percent of the time (1369 hits)
  - 644:     2.9749 percent of the time (595 hits)
  - 645:     1.2749 percent of the time (255 hits)
  - 646:    96.2402 percent of the time (19249 hits)
  - 647:     2.1799 percent of the time (436 hits)
  - 648:     0.1250 percent of the time (25 hits)
  - 649:     0.0050 percent of the time (1 hits)
  - 650:     7.8996 percent of the time (1580 hits)
  - 651:     5.3647 percent of the time (1073 hits)
  - 652:    27.9636 percent of the time (5593 hits)
  - 653:    47.7576 percent of the time (9552 hits)
  - 654:     5.8097 percent of the time (1162 hits)
  - 655:    10.6545 percent of the time (2131 hits)
  - 656:    31.3134 percent of the time (6263 hits)
  - 657:     4.6448 percent of the time (929 hits)
  - 658:    42.6729 percent of the time (8535 hits)
  - 659:     4.2398 percent of the time (848 hits)
  - 660:     0.1100 percent of the time (22 hits)
  - 661:     0.0050 percent of the time (1 hits)
  - 662:     0.0750 percent of the time (15 hits)
  - 663:     0.0150 percent of the time (3 hits)
  - 664:     0.0950 percent of the time (19 hits)
  - 665:     4.5048 percent of the time (901 hits)
  - 666:    41.6329 percent of the time (8327 hits)
  - 667:    77.0911 percent of the time (15419 hits)
  - 668:    49.4525 percent of the time (9891 hits)
  - 669:    57.4321 percent of the time (11487 hits)
  - 670:    91.8554 percent of the time (18372 hits)
  - 671:     8.3946 percent of the time (1679 hits)
  - 672:     3.3498 percent of the time (670 hits)
  - 673:     0.5500 percent of the time (110 hits)
  - 674:     3.7548 percent of the time (751 hits)
  - 675:     0.0600 percent of the time (12 hits)
  - 676:    53.5223 percent of the time (10705 hits)
  - 677:    14.3443 percent of the time (2869 hits)
  - 678:    17.3341 percent of the time (3467 hits)
  - 679:    17.2941 percent of the time (3459 hits)
  - 680:    19.3490 percent of the time (3870 hits)
  - 681:     0.4700 percent of the time (94 hits)
  - 682:    41.0379 percent of the time (8208 hits)
  - 683:    46.9377 percent of the time (9388 hits)
  - 684:     7.4496 percent of the time (1490 hits)
  - 685:     1.7149 percent of the time (343 hits)
  - 686:     6.3497 percent of the time (1270 hits)
  - 687:     1.1199 percent of the time (224 hits)
  - 688:     0.6950 percent of the time (139 hits)
  - 689:    23.6188 percent of the time (4724 hits)
  - 690:    42.5779 percent of the time (8516 hits)
  - 691:    58.0721 percent of the time (11615 hits)
  - 692:    30.9685 percent of the time (6194 hits)
  - 693:    40.4930 percent of the time (8099 hits)
  - 694:     4.9148 percent of the time (983 hits)
  - 695:     3.3698 percent of the time (674 hits)
  - 696:     1.1299 percent of the time (226 hits)
  - 697:     1.6599 percent of the time (332 hits)
  - 698:     0.0650 percent of the time (13 hits)
  - 699:     0.5000 percent of the time (100 hits)
  - 700:     3.1098 percent of the time (622 hits)
  - 701:     3.8348 percent of the time (767 hits)
  - 702:    30.3985 percent of the time (6080 hits)
  - 703:     4.1948 percent of the time (839 hits)
  - 704:    90.1405 percent of the time (18029 hits)
  - 705:    92.2404 percent of the time (18449 hits)
  - 706:   100.0000 percent of the time (20001 hits)
  - 707:    83.7958 percent of the time (16760 hits)
  - 708:    41.6229 percent of the time (8325 hits)
  - 709:    17.6591 percent of the time (3532 hits)
  - 710:    42.5779 percent of the time (8516 hits)
  - 711:    33.4583 percent of the time (6692 hits)
  - 712:     2.4399 percent of the time (488 hits)
  - 713:     2.6099 percent of the time (522 hits)
  - 714:     0.5400 percent of the time (108 hits)
  - 715:     2.5699 percent of the time (514 hits)
  - 716:     3.7398 percent of the time (748 hits)
  - 717:     6.9547 percent of the time (1391 hits)
  - 718:     8.8496 percent of the time (1770 hits)
  - 719:    81.5109 percent of the time (16303 hits)
  - 720:    34.1183 percent of the time (6824 hits)
  - 721:    37.4531 percent of the time (7491 hits)
  - 722:     9.1495 percent of the time (1830 hits)
  - 723:    38.9131 percent of the time (7783 hits)
  - 724:    12.5444 percent of the time (2509 hits)
  - 725:    99.5300 percent of the time (19907 hits)
  - 726:     2.6699 percent of the time (534 hits)
  - 727:     5.0197 percent of the time (1004 hits)
  - 728:     5.5647 percent of the time (1113 hits)
  - 729:    28.0836 percent of the time (5617 hits)
  - 730:     7.5146 percent of the time (1503 hits)
  - 731:     1.1649 percent of the time (233 hits)
  - 732:    17.0341 percent of the time (3407 hits)
  - 733:    12.5194 percent of the time (2504 hits)
  - 734:    11.2694 percent of the time (2254 hits)
  - 735:    19.2490 percent of the time (3850 hits)
  - 736:    10.3295 percent of the time (2066 hits)
  - 737:     0.0850 percent of the time (17 hits)
  - 738:     1.5099 percent of the time (302 hits)
  - 739:     0.0500 percent of the time (10 hits)
  - 740:     0.3800 percent of the time (76 hits)
  - 741:     0.9450 percent of the time (189 hits)
  - 742:     0.4800 percent of the time (96 hits)
  - 743:     0.4900 percent of the time (98 hits)
  - 744:     5.7647 percent of the time (1153 hits)
  - 745:    99.8850 percent of the time (19978 hits)
  - 746:    10.7195 percent of the time (2144 hits)
  - 747:    17.6191 percent of the time (3524 hits)
  - 748:     1.1899 percent of the time (238 hits)
  - 749:     6.1797 percent of the time (1236 hits)
  - 750:    32.6184 percent of the time (6524 hits)
  - 751:    22.0839 percent of the time (4417 hits)
  - 752:    41.0729 percent of the time (8215 hits)
  - 753:     0.4650 percent of the time (93 hits)
  - 754:    65.6067 percent of the time (13122 hits)
  - 755:    43.3478 percent of the time (8670 hits)
  - 756:     0.3800 percent of the time (76 hits)
  - 757:     0.8950 percent of the time (179 hits)
  - 760:     0.1400 percent of the time (28 hits)
  - 761:    63.5868 percent of the time (12718 hits)
  - 762:     1.3199 percent of the time (264 hits)
  - 763:    39.5930 percent of the time (7919 hits)
  - 764:     7.7246 percent of the time (1545 hits)
  - 765:    99.0450 percent of the time (19810 hits)
  - 766:     1.0549 percent of the time (211 hits)
  - 767:    12.2144 percent of the time (2443 hits)
  - 768:    45.5827 percent of the time (9117 hits)
  - 769:     0.4550 percent of the time (91 hits)
  - 770:     0.2000 percent of the time (40 hits)
  - 772:     4.9448 percent of the time (989 hits)
  - 773:     2.0149 percent of the time (403 hits)
  - 774:     1.8799 percent of the time (376 hits)
  - 777:     0.3850 percent of the time (77 hits)
  - 778:    95.6952 percent of the time (19140 hits)
  - 783:    75.7512 percent of the time (15151 hits)
  - 784:     1.3799 percent of the time (276 hits)
  - 785:     0.0250 percent of the time (5 hits)
  - 786:     4.7748 percent of the time (955 hits)
  - 787:     5.6647 percent of the time (1133 hits)
  - 788:    23.4738 percent of the time (4695 hits)
  - 789:    23.5888 percent of the time (4718 hits)
  - 790:    37.1681 percent of the time (7434 hits)
  - 791:    12.4394 percent of the time (2488 hits)
  - 792:    49.8575 percent of the time (9972 hits)
  - 793:     3.3548 percent of the time (671 hits)
  - 794:     7.0846 percent of the time (1417 hits)
  - 795:    43.0528 percent of the time (8611 hits)
  - 796:     0.0650 percent of the time (13 hits)
  - 797:     0.0050 percent of the time (1 hits)
  - 798:     6.1097 percent of the time (1222 hits)
  - 799:    43.2878 percent of the time (8658 hits)
  - 801:    36.1832 percent of the time (7237 hits)
  - 803:     2.0149 percent of the time (403 hits)
  - 804:     0.0050 percent of the time (1 hits)
  - 805:     0.0050 percent of the time (1 hits)
  - 806:     0.9700 percent of the time (194 hits)
  - 809:     3.3598 percent of the time (672 hits)
  - 810:     8.8846 percent of the time (1777 hits)
  - 811:     3.6598 percent of the time (732 hits)
  - 812:     8.0696 percent of the time (1614 hits)
  - 813:    74.2263 percent of the time (14846 hits)
  - 814:     6.4097 percent of the time (1282 hits)
  - 815:    14.3843 percent of the time (2877 hits)
  - 816:    73.9813 percent of the time (14797 hits)
  - 817:    99.4450 percent of the time (19890 hits)
  - 818:     0.5800 percent of the time (116 hits)
  - 819:    43.7878 percent of the time (8758 hits)
  - 820:     0.8050 percent of the time (161 hits)
  - 821:    71.9264 percent of the time (14386 hits)
  - 822:     0.1200 percent of the time (24 hits)
  - 823:     0.0700 percent of the time (14 hits)
  - 824:     6.5847 percent of the time (1317 hits)
  - 827:     1.0199 percent of the time (204 hits)
  - 828:     4.3298 percent of the time (866 hits)
  - 829:     5.1897 percent of the time (1038 hits)
  - 830:    76.2762 percent of the time (15256 hits)
  - 831:    31.6434 percent of the time (6329 hits)
  - 832:    97.9251 percent of the time (19586 hits)
  - 833:    50.5475 percent of the time (10110 hits)
  - 834:     6.9897 percent of the time (1398 hits)
  - 835:     1.3349 percent of the time (267 hits)
  - 836:     0.8550 percent of the time (171 hits)
  - 837:     1.3749 percent of the time (275 hits)
  - 838:     0.4700 percent of the time (94 hits)
  - 839:    99.1600 percent of the time (19833 hits)
  - 840:    23.4238 percent of the time (4685 hits)
  - 841:     0.3650 percent of the time (73 hits)
  - 843:     1.4199 percent of the time (284 hits)
  - 844:    45.9977 percent of the time (9200 hits)
  - 845:    46.4327 percent of the time (9287 hits)
  - 846:     4.2498 percent of the time (850 hits)
  - 847:     6.0397 percent of the time (1208 hits)
  - 848:    14.4693 percent of the time (2894 hits)
  - 849:     5.7947 percent of the time (1159 hits)
  - 850:    22.0289 percent of the time (4406 hits)
  - 851:    68.8566 percent of the time (13772 hits)
  - 852:     8.1246 percent of the time (1625 hits)
  - 853:    12.1194 percent of the time (2424 hits)
  - 854:     2.4999 percent of the time (500 hits)
  - 855:    98.5501 percent of the time (19711 hits)
  - 857:     0.0200 percent of the time (4 hits)
  - 858:     0.0200 percent of the time (4 hits)
  - 859:     0.0950 percent of the time (19 hits)
  - 860:    10.3995 percent of the time (2080 hits)
  - 861:    55.3872 percent of the time (11078 hits)
  - 862:     0.0450 percent of the time (9 hits)
  - 863:     5.6847 percent of the time (1137 hits)
  - 864:    86.0307 percent of the time (17207 hits)
  - 865:     0.4950 percent of the time (99 hits)
  - 866:     9.2545 percent of the time (1851 hits)
  - 867:     4.0898 percent of the time (818 hits)
  - 868:    46.8427 percent of the time (9369 hits)
  - 869:    88.6456 percent of the time (17730 hits)
  - 870:    51.5574 percent of the time (10312 hits)
  - 871:    44.0228 percent of the time (8805 hits)
  - 872:    54.3423 percent of the time (10869 hits)
  - 873:    98.3601 percent of the time (19673 hits)
  - 874:     4.9698 percent of the time (994 hits)
  - 875:     2.4949 percent of the time (499 hits)
  - 876:     1.8349 percent of the time (367 hits)
  - 877:     0.0700 percent of the time (14 hits)
  - 878:     0.0550 percent of the time (11 hits)
  - 879:     0.0200 percent of the time (4 hits)
  - 880:     5.0897 percent of the time (1018 hits)
  - 881:     0.0100 percent of the time (2 hits)
  - 882:     2.1149 percent of the time (423 hits)
  - 883:    28.2736 percent of the time (5655 hits)
  - 884:     3.9648 percent of the time (793 hits)
  - 885:    20.2040 percent of the time (4041 hits)
  - 886:     4.0448 percent of the time (809 hits)
  - 888:     5.0147 percent of the time (1003 hits)
  - 890:     1.3599 percent of the time (272 hits)
  - 891:     1.8949 percent of the time (379 hits)
  - 892:     2.0299 percent of the time (406 hits)
  - 893:     5.4797 percent of the time (1096 hits)
  - 894:     3.4298 percent of the time (686 hits)
  - 895:     0.3600 percent of the time (72 hits)
  - 896:    18.8691 percent of the time (3774 hits)
  - 897:    36.1782 percent of the time (7236 hits)
  - 898:    65.9367 percent of the time (13188 hits)
  - 899:    18.5591 percent of the time (3712 hits)
  - 900:    13.3543 percent of the time (2671 hits)
  - 901:     3.1098 percent of the time (622 hits)
  - 902:    47.3476 percent of the time (9470 hits)
  - 903:    99.9300 percent of the time (19987 hits)
  - 904:     0.7100 percent of the time (142 hits)
  - 905:     2.6599 percent of the time (532 hits)
  - 906:     6.1997 percent of the time (1240 hits)
  - 907:     7.6446 percent of the time (1529 hits)
  - 908:    13.4393 percent of the time (2688 hits)
  - 909:     1.8099 percent of the time (362 hits)
  - 910:    28.5986 percent of the time (5720 hits)
  - 911:    92.9404 percent of the time (18589 hits)
  - 912:     8.4396 percent of the time (1688 hits)
  - 913:     0.2450 percent of the time (49 hits)
  - 914:     0.0200 percent of the time (4 hits)
  - 915:     0.0350 percent of the time (7 hits)
  - 916:    16.1742 percent of the time (3235 hits)
  - 917:    93.4753 percent of the time (18696 hits)
  - 918:     2.8999 percent of the time (580 hits)
  - 919:     6.2897 percent of the time (1258 hits)
  - 920:     3.1548 percent of the time (631 hits)
  - 921:     0.3700 percent of the time (74 hits)
  - 922:     3.1248 percent of the time (625 hits)
  - 923:    10.6795 percent of the time (2136 hits)
  - 924:    34.9883 percent of the time (6998 hits)
  - 925:     2.0399 percent of the time (408 hits)
  - 926:     2.2749 percent of the time (455 hits)
  - 927:     2.9549 percent of the time (591 hits)
  - 928:     4.1348 percent of the time (827 hits)
  - 929:     2.5649 percent of the time (513 hits)
  - 930:     2.8449 percent of the time (569 hits)
  - 931:     6.2447 percent of the time (1249 hits)
  - 932:     0.7700 percent of the time (154 hits)
  - 933:     3.1898 percent of the time (638 hits)
  - 934:     3.8048 percent of the time (761 hits)
  - 935:    25.5487 percent of the time (5110 hits)
  - 936:    75.9862 percent of the time (15198 hits)
  - 937:     3.9948 percent of the time (799 hits)
  - 938:    92.5254 percent of the time (18506 hits)
  - 939:   100.0000 percent of the time (20001 hits)
  - 940:     3.9748 percent of the time (795 hits)
  - 941:     2.7199 percent of the time (544 hits)
  - 942:    94.7553 percent of the time (18952 hits)
  - 943:     0.2650 percent of the time (53 hits)
  - 944:     0.1000 percent of the time (20 hits)
  - 945:    78.6561 percent of the time (15732 hits)
  - 946:    86.9907 percent of the time (17399 hits)
  - 947:    11.3794 percent of the time (2276 hits)
  - 948:    27.9086 percent of the time (5582 hits)
  - 949:     3.8748 percent of the time (775 hits)
  - 950:     7.5596 percent of the time (1512 hits)
  - 951:    11.9444 percent of the time (2389 hits)
  - 952:     3.8948 percent of the time (779 hits)
  - 953:     2.4849 percent of the time (497 hits)
  - 956:     1.1899 percent of the time (238 hits)
  - 957:     1.6649 percent of the time (333 hits)
  - 958:     0.3400 percent of the time (68 hits)
  - 959:     0.7450 percent of the time (149 hits)
  - 960:     7.7696 percent of the time (1554 hits)
  - 961:     8.0346 percent of the time (1607 hits)
  - 962:    45.2577 percent of the time (9052 hits)
  - 963:    50.3825 percent of the time (10077 hits)
  - 964:     2.5749 percent of the time (515 hits)
  - 965:     3.3948 percent of the time (679 hits)
  - 966:     1.3599 percent of the time (272 hits)
  - 967:    75.1762 percent of the time (15036 hits)
  - 968:     0.1050 percent of the time (21 hits)
  - 969:     0.2900 percent of the time (58 hits)
  - 970:    96.0952 percent of the time (19220 hits)
  - 971:     6.6747 percent of the time (1335 hits)
  - 972:    40.9180 percent of the time (8184 hits)
  - 973:     1.3999 percent of the time (280 hits)
  - 974:     9.6095 percent of the time (1922 hits)
  - 975:    37.2881 percent of the time (7458 hits)
  - 976:    82.9109 percent of the time (16583 hits)
  - 979:     0.4150 percent of the time (83 hits)
  - 980:     0.4800 percent of the time (96 hits)
  - 985:     1.9899 percent of the time (398 hits)
  - 986:     2.1599 percent of the time (432 hits)
  - 987:     2.9549 percent of the time (591 hits)
  - 988:    17.2641 percent of the time (3453 hits)
  - 989:    15.7042 percent of the time (3141 hits)
  - 990:    98.6301 percent of the time (19727 hits)
  - 991:    64.6418 percent of the time (12929 hits)
  - 992:    11.5944 percent of the time (2319 hits)
  - 993:     4.9898 percent of the time (998 hits)
  - 994:     4.5698 percent of the time (914 hits)
  - 995:     0.1150 percent of the time (23 hits)
  - 996:     0.1200 percent of the time (24 hits)
  - 999:     5.4047 percent of the time (1081 hits)
  - 1000:    15.1592 percent of the time (3032 hits)
  - 1001:     0.0800 percent of the time (16 hits)
  - 1002:     0.0050 percent of the time (1 hits)
  - 1003:     0.1250 percent of the time (25 hits)
  - 1005:    17.9291 percent of the time (3586 hits)
  - 1006:     2.7899 percent of the time (558 hits)
  - 1007:     1.0949 percent of the time (219 hits)
  - 1008:    13.7843 percent of the time (2757 hits)
  - 1009:    17.9441 percent of the time (3589 hits)
  - 1010:    56.6072 percent of the time (11322 hits)
  - 1011:    10.9145 percent of the time (2183 hits)
  - 1012:     1.8749 percent of the time (375 hits)
  - 1013:    17.1241 percent of the time (3425 hits)
  - 1014:    18.6641 percent of the time (3733 hits)
  - 1019:     3.2448 percent of the time (649 hits)
  - 1020:     1.7749 percent of the time (355 hits)
  - 1021:     2.1399 percent of the time (428 hits)
  - 1022:     1.3899 percent of the time (278 hits)
  - 1025:     0.3350 percent of the time (67 hits)
  - 1026:    56.5472 percent of the time (11310 hits)
  - 1027:    39.0980 percent of the time (7820 hits)
  - 1028:    31.4234 percent of the time (6285 hits)
  - 1029:     0.9500 percent of the time (190 hits)
  - 1030:    99.4750 percent of the time (19896 hits)
  - 1031:    68.3566 percent of the time (13672 hits)
  - 1035:     0.0650 percent of the time (13 hits)
  - 1039:     1.0149 percent of the time (203 hits)
  - 1040:     0.0050 percent of the time (1 hits)
  - 1041:     0.0350 percent of the time (7 hits)
  - 1042:     3.6498 percent of the time (730 hits)
  - 1043:     0.0850 percent of the time (17 hits)
  - 1045:     1.3299 percent of the time (266 hits)
  - 1046:    98.1751 percent of the time (19636 hits)
  - 1047:    42.9929 percent of the time (8599 hits)
  - 1048:    58.1021 percent of the time (11621 hits)
  - 1049:    46.4477 percent of the time (9290 hits)
  - 1050:    99.9400 percent of the time (19989 hits)
  - 1051:     3.8948 percent of the time (779 hits)
  - 1052:     1.2149 percent of the time (243 hits)
  - 1053:     7.2496 percent of the time (1450 hits)
  - 1054:    29.9885 percent of the time (5998 hits)
  - 1057:     0.0200 percent of the time (4 hits)
  - 1060:     9.1695 percent of the time (1834 hits)
  - 1061:     0.1450 percent of the time (29 hits)
  - 1062:     1.7149 percent of the time (343 hits)
  - 1063:    23.2438 percent of the time (4649 hits)
  - 1064:     1.8099 percent of the time (362 hits)
  - 1065:    18.7091 percent of the time (3742 hits)
  - 1066:     0.7850 percent of the time (157 hits)
  - 1067:    93.5303 percent of the time (18707 hits)
  - 1068:    24.8038 percent of the time (4961 hits)
  - 1069:     9.5745 percent of the time (1915 hits)
  - 1070:    23.1388 percent of the time (4628 hits)
  - 1071:     1.8799 percent of the time (376 hits)
  - 1072:     0.0650 percent of the time (13 hits)
  - 1073:     0.5800 percent of the time (116 hits)
  - 1075:     0.5150 percent of the time (103 hits)
  - 1076:     1.3549 percent of the time (271 hits)
  - 1078:     0.4800 percent of the time (96 hits)
  - 1079:     0.3700 percent of the time (74 hits)
  - 1080:     2.2299 percent of the time (446 hits)
  - 1081:     0.1400 percent of the time (28 hits)
  - 1082:    38.1331 percent of the time (7627 hits)
  - 1083:     9.0095 percent of the time (1802 hits)
  - 1084:     5.9947 percent of the time (1199 hits)
  - 1085:    56.6372 percent of the time (11328 hits)
  - 1086:     1.0699 percent of the time (214 hits)
  - 1087:     8.5296 percent of the time (1706 hits)
  - 1088:     6.5447 percent of the time (1309 hits)
  - 1089:    42.6479 percent of the time (8530 hits)
  - 1090:    90.7305 percent of the time (18147 hits)
  - 1091:    60.0120 percent of the time (12003 hits)
  - 1092:    44.0228 percent of the time (8805 hits)
  - 1093:     3.2448 percent of the time (649 hits)
  - 1094:     4.9698 percent of the time (994 hits)
  - 1095:     0.0700 percent of the time (14 hits)
  - 1096:     0.0300 percent of the time (6 hits)
  - 1097:     4.1648 percent of the time (833 hits)
  - 1098:    99.4950 percent of the time (19900 hits)
  - 1099:    66.8217 percent of the time (13365 hits)
  - 1100:    10.2495 percent of the time (2050 hits)
  - 1101:    10.4045 percent of the time (2081 hits)
  - 1102:    38.2331 percent of the time (7647 hits)
  - 1103:     0.2850 percent of the time (57 hits)
  - 1104:     0.0050 percent of the time (1 hits)
  - 1105:     1.6649 percent of the time (333 hits)
  - 1106:     0.0300 percent of the time (6 hits)
  - 1107:     0.0100 percent of the time (2 hits)
  - 1108:    96.9952 percent of the time (19400 hits)
  - 1109:     5.6597 percent of the time (1132 hits)
  - 1110:    50.1275 percent of the time (10026 hits)
  - 1111:     0.1800 percent of the time (36 hits)
  - 1112:     0.5900 percent of the time (118 hits)
  - 1113:     2.6149 percent of the time (523 hits)
  - 1114:    12.3094 percent of the time (2462 hits)
  - 1115:     0.5450 percent of the time (109 hits)
  - 1116:    37.5831 percent of the time (7517 hits)
  - 1117:    72.5764 percent of the time (14516 hits)
  - 1118:     4.8848 percent of the time (977 hits)
  - 1119:    48.3126 percent of the time (9663 hits)
  - 1120:    86.3407 percent of the time (17269 hits)
  - 1121:    11.7294 percent of the time (2346 hits)
  - 1122:    12.5794 percent of the time (2516 hits)
  - 1123:    15.9392 percent of the time (3188 hits)
  - 1124:    85.1657 percent of the time (17034 hits)
  - 1125:    97.5051 percent of the time (19502 hits)
  - 1126:     4.0698 percent of the time (814 hits)
  - 1127:    22.1839 percent of the time (4437 hits)
  - 1128:    24.6788 percent of the time (4936 hits)
  - 1129:    11.8644 percent of the time (2373 hits)
  - 1130:     3.5198 percent of the time (704 hits)
  - 1131:     0.0150 percent of the time (3 hits)
  - 1132:     0.3000 percent of the time (60 hits)
  - 1133:     8.2146 percent of the time (1643 hits)
  - 1134:     0.0050 percent of the time (1 hits)
  - 1135:     3.6298 percent of the time (726 hits)
  - 1136:    39.5730 percent of the time (7915 hits)
  - 1137:    33.7233 percent of the time (6745 hits)
  - 1138:     3.3948 percent of the time (679 hits)
  - 1139:     1.4499 percent of the time (290 hits)
  - 1140:     0.0650 percent of the time (13 hits)
  - 1141:    47.3926 percent of the time (9479 hits)
  - 1142:    23.4188 percent of the time (4684 hits)
  - 1143:    14.1893 percent of the time (2838 hits)
  - 1144:     4.6398 percent of the time (928 hits)
  - 1145:    62.9219 percent of the time (12585 hits)
  - 1146:     5.5547 percent of the time (1111 hits)
  - 1147:     0.1050 percent of the time (21 hits)
  - 1148:     0.6500 percent of the time (130 hits)
  - 1149:     4.7698 percent of the time (954 hits)
  - 1150:    16.1442 percent of the time (3229 hits)
  - 1151:     4.6048 percent of the time (921 hits)
  - 1152:    25.8387 percent of the time (5168 hits)
  - 1153:    15.1492 percent of the time (3030 hits)
  - 1154:    22.0439 percent of the time (4409 hits)
  - 1155:     3.9098 percent of the time (782 hits)
  - 1156:    49.4325 percent of the time (9887 hits)
  - 1157:     0.6500 percent of the time (130 hits)
  - 1158:    34.6533 percent of the time (6931 hits)
  - 1159:    65.3967 percent of the time (13080 hits)
  - 1160:     8.3346 percent of the time (1667 hits)
  - 1161:     4.4498 percent of the time (890 hits)
  - 1162:    10.5295 percent of the time (2106 hits)
  - 1163:     4.5448 percent of the time (909 hits)
  - 1164:    25.1837 percent of the time (5037 hits)
  - 1165:    32.5634 percent of the time (6513 hits)
  - 1166:     1.1599 percent of the time (232 hits)
  - 1167:     3.0598 percent of the time (612 hits)
  - 1168:     2.8249 percent of the time (565 hits)
  - 1169:    49.6575 percent of the time (9932 hits)
  - 1170:    13.4593 percent of the time (2692 hits)
  - 1171:    45.7827 percent of the time (9157 hits)
  - 1172:    13.8643 percent of the time (2773 hits)
  - 1173:     1.6799 percent of the time (336 hits)
  - 1174:    86.6607 percent of the time (17333 hits)
  - 1175:     5.4197 percent of the time (1084 hits)
  - 1176:    32.8584 percent of the time (6572 hits)
  - 1177:     1.5149 percent of the time (303 hits)
  - 1178:    19.5490 percent of the time (3910 hits)
  - 1179:    12.1694 percent of the time (2434 hits)
  - 1180:     2.4049 percent of the time (481 hits)
  - 1181:     0.3200 percent of the time (64 hits)
  - 1182:     1.5949 percent of the time (319 hits)
  - 1183:     0.3350 percent of the time (67 hits)
  - 1184:     5.5597 percent of the time (1112 hits)
  - 1186:    19.8640 percent of the time (3973 hits)
  - 1188:     0.0750 percent of the time (15 hits)
  - 1189:    99.9850 percent of the time (19998 hits)
